2 0.000004
3 0.000004
4 0.000008
5 0.000010
6 0.000011
7 0.000031
8 0.000042
9 0.000071
10 0.000257
11 0.000464
12 0.000467
13 0.000537
14 0.000637
15 0.000634
16 0.001017
17 0.001045
18 0.002330
19 0.001682
20 0.005113
21 0.003429
22 0.003057
23 0.003725
24 0.015783
25 0.008989
26 0.006393
27 0.003723
28 0.004545
29 0.004682
30 0.166602
31 0.010041
32 0.023965
33 0.013058
34 0.010125
35 0.027125
36 0.017658
37 0.169583
38 0.010066
39 0.014082
40 0.025998
41 0.021749
42 0.064269
43 0.020404
44 0.022220
45 0.041070
46 0.028515
47 0.028138
48 0.022260
49 0.040165
50 0.050588
51 0.045267
52 0.041740
53 0.041966
54 0.048258
55 0.069210
56 0.055095
57 0.044344
58 0.045515
59 0.059952
60 0.093420
61 0.087555
62 0.066009
63 0.513892
64 0.087555
65 0.114653
66 0.089592
67 0.081751
68 1.355959
69 0.113508
70 0.146586
71 0.132254
72 0.113158
73 1.093061
74 0.133291
75 0.193845
76 0.145114
77 2.357890
78 2.622058
79 1.022849
80 0.224524
81 0.207305
82 1.805334
83 1.996095
84 0.225396
85 0.282583
86 0.212160
87 3.513309
88 4.561272
89 0.270746
90 0.311590
91 0.277296
92 2.055056
93 0.287535
94 0.296417
95 0.380091
96 0.316403
97 5.041905
98 0.284448
99 0.335576
100 0.490084
101 0.393918
102 2.591590
103 0.411517
104 0.601798
105 21.016745
106 0.446262
