2 0.000035
3 0.000045
4 0.000129
5 0.000888
6 0.000524
7 0.001568
8 0.008877
9 0.004300
10 0.011626
11 0.004058
12 0.043660
13 0.021532
14 0.092958
15 0.027390
16 0.160709
17 0.188105
18 0.107757
19 0.020489
20 0.131411
21 0.069662
22 0.201915
23 0.384164
24 0.445375
25 0.256438
26 0.536849
27 0.584129
28 0.669443
29 0.738303
30 0.846481
31 0.880162
32 0.932745
33 1.076548
34 1.055984
35 1.207473
36 1.460185
37 1.369440
38 1.471288
39 1.592773
40 1.660631
41 1.841852
42 1.929274
43 2.112869
44 2.588763
45 2.724117
46 2.790258
47 2.907361
48 3.152088
49 3.324973
50 3.430312
51 3.677751
52 3.849643
53 4.079828
54 4.405438
55 4.587370
56 4.909523
57 4.836825
58 5.092574
59 5.273898
60 5.596452
61 5.853369
62 6.122445
63 6.463713
64 6.926429
65 7.125053
66 7.322472
67 7.706017
68 7.985174
69 8.482825
70 8.665881
71 10.077048
72 10.419276
73 10.471038
74 11.183934
75 11.638272
76 11.548097
77 12.597433
78 12.664320
79 12.815871
80 13.103370
81 13.692875
82 14.036334
83 14.472704
86 16.191013
87 17.089982
88 17.796803
89 18.022401
90 19.627460
91 19.710474
92 19.578527
93 20.876388
94 21.580103
95 23.105421
96 22.407481
97 24.254267
98 24.685278
99 25.389216
100 26.723553
