2 0.000010
3 0.000007
4 0.000005
5 0.000010
6 0.000013
7 0.000023
8 0.000040
9 0.000065
10 0.000152
11 0.000498
12 0.000374
13 0.000617
14 0.000705
15 0.001377
16 0.001083
17 0.001050
18 0.003051
19 0.001635
20 0.002011
21 0.003045
22 0.003812
23 0.003375
24 0.004801
25 0.004688
26 0.004671
27 0.005489
28 0.007503
29 0.006120
30 0.016165
31 0.013225
32 0.009913
33 0.016889
34 0.012189
35 0.015827
36 0.033869
37 0.034108
38 0.017960
39 0.022087
40 0.035956
41 0.031716
42 0.021209
43 0.039977
44 0.031780
45 0.048510
46 0.028853
47 0.041381
48 0.038340
49 0.085067
50 0.053582
51 0.058233
52 0.075516
53 0.078963
54 0.095202
55 0.128172
56 0.101574
57 0.136726
58 0.067067
59 0.111458
60 0.110606
61 0.141598
62 0.101422
63 0.111888
64 0.216448
65 0.134631
66 0.158420
67 0.427704
68 0.231177
69 0.468885
70 0.529291
71 0.175128
72 0.277540
73 0.289568
74 0.282882
75 0.493235
76 0.435096
77 0.217709
78 0.420510
79 0.390941
80 0.412790
81 0.322897
82 0.392165
83 0.736804
84 0.457136
85 0.516294
86 0.582591
87 0.469559
88 0.940992
89 1.304066
90 0.510968
91 0.985236
92 0.406026
93 0.817976
94 3.378347
95 2.633011
96 1.009120
97 7.098935
98 0.839838
99 0.785622
100 1.152431
101 1.374385
102 0.922290
103 0.823904
104 1.019442
105 3.979922
106 1.723039
107 2.926533
108 1.219626
109 1.843098
110 3.046859
111 2.250841
112 1.273109
113 1.157893
114 2.183071
115 2.989864
116 3.334403
117 3.108169
118 2.053915
